Year,Storm,Province,Affected
2021,Maring,Abra,143767.0
2021,Maring,Agusan del Norte,2229.0
2021,Maring,Antique,234.0
2021,Maring,Apayao,279.0
2021,Maring,Aurora,0.0
2021,Maring,Bataan,125.0
2021,Maring,Batanes,2.0
2021,Maring,Benguet,26799.0
2021,Maring,Bulacan,15.0
2021,Maring,Cagayan,78890.0
2021,Maring,Cavite,22.0
2021,Maring,Ifugao,21.0
2021,Maring,Ilocos Norte,842.0
2021,Maring,Ilocos Sur,298793.0
2021,Maring,Iloilo,50.0
2021,Maring,Isabela,62.0
2021,Maring,Kalinga,0.0
2021,Maring,La Union,304802.0
2021,Maring,Negros Occidental,0.0
2021,Maring,Nueva Ecija,0.0
2021,Maring,Nueva Vizcaya,180.0
2021,Maring,Occidental Mindoro,91.0
2021,Maring,Palawan,33931.0
2021,Maring,Pampanga,0.0
2021,Maring,Pangasinan,303907.0
2021,Maring,Quezon,31.0
2021,Maring,Quirino,0.0
2021,Maring,Rizal,344.0
2021,Maring,Romblon,0.0
2021,Maring,Southern Leyte,0.0
2021,Maring,Surigao del Norte,0.0
2021,Maring,Surigao del Sur,128.0
2021,Maring,Zambales,15.0
