Year,Storm,Province,Damage to Infrastructure (PhP)
2021,Maring,Abra,0.0
2021,Maring,Agusan del Norte,0.0
2021,Maring,Antique,0.0
2021,Maring,Apayao,0.0
2021,Maring,Aurora,0.0
2021,Maring,Bataan,0.0
2021,Maring,Batanes,0.0
2021,Maring,Benguet,0.0
2021,Maring,Bulacan,0.0
2021,Maring,Cagayan,140701550.0
2021,Maring,Cavite,0.0
2021,Maring,Ifugao,0.0
2021,Maring,Ilocos Norte,269508000.0
2021,Maring,Ilocos Sur,2144813961.6
2021,Maring,Iloilo,0.0
2021,Maring,Isabela,0.0
2021,Maring,Kalinga,0.0
2021,Maring,La Union,463268077.0
2021,Maring,Negros Occidental,0.0
2021,Maring,Nueva Ecija,0.0
2021,Maring,Nueva Vizcaya,0.0
2021,Maring,Occidental Mindoro,0.0
2021,Maring,Palawan,0.0
2021,Maring,Pampanga,0.0
2021,Maring,Pangasinan,231505000.0
2021,Maring,Quezon,0.0
2021,Maring,Quirino,0.0
2021,Maring,Rizal,90000.0
2021,Maring,Romblon,0.0
2021,Maring,Southern Leyte,0.0
2021,Maring,Surigao del Norte,0.0
2021,Maring,Surigao del Sur,0.0
2021,Maring,Zambales,0.0
